A,B,C,D,E,F,G
1958-10-18,87792,2725,vho,130623.53,hjaatl,xet
2008-11-21,89390,66126,qfyntq,157239.72,mtyzk,bxnt
1928-11-22,12812,87709,wkh,108361.25,znwtlwmq,pbiwmh
1902-11-10,34646,25235,rxbhze,311482.68,areci,sqw
2047-10-12,65983,68980,uojxjbs,109866.16,byan,onvk
2088-10-25,27532,81604,somku,256492.57,qwts,rboel
1934-11-25,72719,34940,zlg,-60529.44,zjce,iwergsjl
1951-10-26,27924,68143,igeib,-330039.84,hsanw,ppgi
2010-11-12,33488,94093,bqzqyxau,251360.13,bfzdcole,oihghqb
1954-10-24,24480,89527,fownz,124234.66,fkof,chf
1986-10-16,4141,24101,imrmux,-49025.66,dwu,fyny
2024-11-19,37996,96040,nmgnyqd,148790.04,bhlszr,fjmiu
1974-10-27,86310,61131,obbsyur,-31055.61,kumhppr,vhnmuib
1946-10-16,62785,1671,ibt,-235149.06,pouz,tid
2018-11-15,43612,21529,xtvrn,217422.28,xjioomdg,xhlr
1926-11-27,61912,4472,dkr,29982.68,odf,hsdfnv
2065-10-28,66797,49113,itpt,-196558.76,eyhxfydy,kpbf
2030-10-23,64070,86912,azlcnk,320865.70,ufqvbbpg,guihcy
1905-11-14,72768,71704,hpqqgx,163852.42,dysaydjd,avi
2069-11-18,90632,23491,qdf,-77544.94,kxzw,pkkmz
1953-11-24,88592,13183,fxrcxri,30220.72,woqtiuok,fwjikp
2023-11-19,57300,72289,zesk,226236.10,wrjldpm,kiygzn
1926-10-16,53302,18967,xuamtfl,-142507.67,utgm,uawlq
2032-10-20,58598,76211,zmgqjnah,-3534.49,zimdrm,gfs
2097-11-16,8601,65921,jaxge,206076.34,xrum,yliyytxe
2010-10-16,63570,51284,tlxc,145118.32,rjqirgy,qxjeqfe
1936-10-14,66552,76875,fjwimx,229047.60,oum,iotl
2086-11-23,78863,32124,jdms,-275624.03,kxegnzn,xkmfdv
2064-11-16,75624,65095,pcvabmhm,-335317.59,bfqpx,xhmbgd
1980-11-26,88498,19557,zyjbwgh,-35642.42,rjfla,gktnoqid
1968-11-30,22459,90504,maxw,-187337.00,drwoaixb,dgrzmk
1944-11-16,84821,62683,ugx,-256937.54,hasjk,vubf
1997-11-30,2658,44270,iwrva,-320119.06,ojdibdya,qbn
2076-11-24,74084,14729,floluu,-184288.02,shkicik,pneunf
1913-11-27,31563,54520,eqtoodsp,281652.02,hdrd,tdz
2034-11-27,61474,22335,uigcxmgs,-212257.47,onjbyxs,rgepyfo
2082-11-17,22462,99398,vbvw,-323863.91,yxhq,kmofnfh
2009-10-18,76943,11263,sfk,-112976.20,ppjuf,khilf
2087-11-16,95571,15017,fhbi,-64982.38,ohrq,zzwdzdo
1959-10-24,26037,10621,rhej,-257290.67,drrke,hvnldojd
2049-10-24,37510,37636,zes,26761.42,vmfpvrn,qlkffwyx
1988-10-28,36540,55834,dnflq,-23627.51,oln,wxiowyzw
1975-10-15,22414,88382,mfx,333866.63,axysh,mkri
1995-10-13,46724,10720,sos,84713.16,wsksbo,dqhk
1992-11-27,81836,39353,bmkgaxq,47084.11,rzukz,gaksnxe
2053-10-17,28037,97632,pqy,-211891.46,jcftbhls,fndfbp
2086-10-17,87812,85058,ncypvx,-137642.25,iqdz,ane
1978-10-15,35695,84926,tnvtfm,-116338.44,mhl,nzrqd
1998-10-10,64613,71937,jrakxh,128944.70,ikgsnnq,xjonwh
2070-11-26,74342,48115,fly,-62031.30,rpmyd,xjeokn
1995-10-30,71358,81409,gervm,-28365.37,kvcb,muan
2011-10-18,32478,45682,zfojw,-261042.72,spqiui,vnpecftp
1925-10-15,53232,40083,hskqavw,-222547.08,plljsmas,moxrh
2096-10-25,11272,15111,aomrbpkb,125973.20,cwokxe,odsoz
2089-10-17,43850,6938,aususx,247388.77,hujxhvin,skh
1944-11-21,75605,24796,xqotk,-221137.35,wfcrg,vkk
1982-11-11,46213,97288,rbaggyw,-290161.34,dyhcyt,dcwkf
2066-10-10,55916,67885,odubj,-111131.99,sovv,onxr
1920-11-23,59155,58326,xjzifbk,-174765.96,lwcdvc,hewrezpg
2057-10-18,49213,25121,nyr,96347.57,icadvimi,hcetak
1902-10-16,48444,2019,rxyd,173823.63,dlh,mxziu
2026-10-17,26904,69729,dxntx,-124046.28,bvpyv,qyolptyx
2098-11-27,47138,43500,fkjehvxg,326501.85,cvnapdc,uursawm
1964-11-12,83463,37172,uujukhcw,261519.86,zhs,tozr
2033-10-17,14176,69942,wyhuqtxq,45244.15,lqu,tzkfxfs
2021-11-30,79952,6247,ldpjuzm,-80452.29,lgjylyjr,aiavu
1941-11-15,85061,86932,htgocgo,-227737.53,xdxs,vxhouo
2065-10-21,14636,55466,urt,235599.70,wnfuhohe,gvci
1904-11-20,141,69484,gmtrnfmu,221436.35,svr,slwhbxs
1932-10-20,81637,53117,kehkjbln,-131685.75,fjn,wrdt
1915-11-15,6474,85554,ajlbsug,329535.04,ibrkgljz,cutwyy
1974-10-27,54568,38877,lycj,-192727.23,xhzj,qijztk
1916-10-20,83684,69407,lqofgm,-17324.57,yjq,fmdga
1940-11-12,33469,87872,qvvt,-219335.95,xslay,vtrkwugt
2065-10-23,80463,52737,uzlwides,-79832.32,zxee,app
2067-11-13,17972,29219,ibpwxklz,-277036.03,woeowheq,ogt
1941-10-11,21885,81954,dioexegc,-4029.75,visu,pxzros
1972-11-24,91453,59432,hgrwsoj,200399.67,ltumr,uadfzk
1938-11-16,68064,58719,pfw,133984.45,uwp,nvnsv
2082-10-13,43860,64863,ktqw,-179734.28,kyrpu,bpfaqcfz
1937-10-26,51147,80924,xqjfo,122652.76,xsptz,hptj
1966-10-29,95927,57625,bitu,-305793.95,qzjqr,lqqsfa
2013-10-29,45170,62083,cudhru,71343.53,zowsp,olpujwvc
2060-10-15,117,43989,ekh,231364.13,xztkqzi,wtflefn
1900-11-26,52380,34671,pzs,-71344.65,thymq,mqbprcay
1978-11-13,76647,5398,mdekj,159939.57,yljzfcbl,cdmgb
1935-11-20,68413,14650,btv,-38762.76,ypcl,tltcapxo
1938-10-14,18912,2424,krwk,-275654.94,amjufela,fxc
2055-11-14,3281,28804,epgx,-282038.77,ycjvbi,ctpv
2043-10-19,17185,81911,eqvids,274798.49,chkgg,qbdpi
2078-10-18,95313,94753,etvl,-289941.53,fqg,czrfalu
1996-11-14,90531,42786,ossxg,300301.06,fxfb,mah
2038-10-16,54265,60060,hxw,111918.74,xoft,iaqf
2062-10-30,85084,72376,gsi,-335866.75,wxvlgutp,ify
1954-11-14,92085,41134,sto,-255366.12,vjvtrnf,ypvzb
2095-10-27,34687,14847,cyjspuh,270577.10,uluinu,dwmzqsz
1903-11-27,47039,14227,zdw,-269845.17,qif,qpyl
1914-10-14,51903,30963,xckii,92395.13,qkjroo,aea
1966-10-22,63210,98166,afbz,342521.37,dvfaxb,gjiuldi
1972-11-10,34364,26853,naaarcae,225976.09,gaa,owllo
1943-11-16,97392,60292,ezvzx,-267632.41,ajxdfrpd,gjg
1965-11-13,50376,22768,mhyho,-12378.34,cginqs,rgpghdro
1914-11-24,34331,28881,ghmo,-141016.78,cohzwt,hospvd
1941-10-20,63388,37710,trgxxal,-175283.12,rukxah,tjmxwc
2081-10-26,47810,60791,tntq,-126715.80,vied,bmdogohc
1979-10-16,37463,5165,esxsonzn,-274612.48,bnezsbcg,eww
2074-10-12,65330,66627,fqqpziez,232928.75,lzt,jtmetmb
2015-11-24,22125,98633,wytabh,-156011.46,bgkbw,cgcxi
2055-10-12,11747,54948,ycy,-282871.64,manxk,iiwjlfa
1954-11-23,14471,46821,ybhhqa,92349.27,czimk,aqhghjrt
2011-11-12,37732,31367,npocclg,-317512.73,kjgwaz,kxzmcts
1996-11-27,92038,14868,aebnomow,-344122.87,sadibyl,gvy
2043-10-25,14284,84508,cebaizn,-246613.47,rhgxoj,olrfrwtw
2047-10-19,67325,6207,disf,115253.89,vkmnfvcc,kaqu
2098-10-15,44617,54082,pvkdyddm,-98816.58,cvw,olgqtod
2078-11-25,96125,17902,nfwzngj,70538.19,miungq,nocdokf
1907-11-17,36551,1752,zponng,11175.31,nlsfekb,xlh
1907-11-21,78225,63683,fpl,51799.10,okxycdi,tglftmxb
1956-10-12,5657,54839,ovap,-198782.28,aoihmy,hbtoxc
2056-11-14,76242,12403,pgvjqsz,-36784.48,isndp,bcjaxv
1963-10-10,56825,39801,mxjdqcm,46887.96,xqbz,qvburot
1909-10-15,63753,60957,nzwe,-64451.37,bpondi,xvcmdq
1978-11-14,48532,85493,myi,-82334.32,twavyw,mzbkf
1918-11-21,30802,73580,wsvkhiye,277489.83,wvfa,okuk
1918-11-15,15989,32956,ajtrvcth,265871.57,szym,fxgashkm
1910-10-23,38161,67626,neru,-157155.46,bzofxzsn,iyralee
1946-11-27,25902,87675,aifsdz,270598.51,goj,cacdygzb
1942-11-22,1092,68974,eyrfxylf,-204629.65,uva,kzjcychi
1902-11-11,62465,4654,syqxunoh,324773.61,vsxiymbg,twv
1945-10-25,23222,35597,lrndaot,-307072.11,azbynkqn,bjkp
2091-11-26,54013,72851,dthtarrt,-173697.58,slcj,eewdt
2074-10-27,70845,49788,twqks,-272230.60,jjotdvf,rjbob
1927-11-26,56656,20830,ujxctx,244953.40,wouw,grexwgwb
2018-11-27,50964,47166,dzbivic,-245824.93,wvtgy,xombttts
2073-10-19,15559,37559,zntptofa,-196588.61,fvmrpuo,lnxvay
1928-11-12,480,3526,fdpar,-1027.87,tyuoq,ygtrxgrt
1960-11-10,33087,42400,vkpqaxwd,9834.96,iilhok,bnvuz
1923-11-19,13789,27130,clwiueu,-274687.73,clmass,hsofv
2097-10-11,11586,70062,rhv,-290712.90,xorem,jqv
1989-10-13,98354,77785,msu,-245394.43,wudlkfk,auxsrm
1917-10-18,19147,89606,hjxyw,-65250.40,vpa,hlypcrbn
2080-11-23,45978,2050,jrpqfgiu,145703.70,rsojdiv,fgld
2085-11-15,21938,90741,hhlastzl,144084.13,vzpx,qcuenpjp
1987-10-19,96353,1262,yzp,-322844.73,uzfber,svdet
1910-11-19,26142,1979,wexnywmz,-117999.36,fnu,qpau
1909-10-25,95627,30120,qcqdlybx,290041.71,goo,vxessmaf
2019-10-26,4315,46428,qxkyeqpw,-293827.96,siyfgbv,cam
1973-11-22,11704,48116,oukx,230075.89,pwypg,sswcie
1974-11-22,65212,84996,wlq,35077.37,ahhgfc,vdbxm
1947-10-30,88465,81694,bajihtmg,290911.22,ifzrmpm,rfii
2077-11-16,946,73943,zdzrfz,-215299.81,hiub,koxwrnc
2086-10-12,48192,28982,tuixsvr,-32226.30,dtusw,zmqwgw
1923-11-16,12873,71035,fljtwroy,-152786.66,fqa,bhra
1946-11-30,20932,67307,zzpljlqx,149727.51,mtbruvhy,ouup
1956-10-23,41052,13655,mebqy,-44768.01,umlksv,xwpgh
2008-11-16,67808,78051,plpght,-20422.26,fawb,ybgia
2034-11-16,5731,73749,lmotxq,-277040.75,xawyktji,nofeiw
2063-11-24,99508,66710,dekzic,281357.07,jlmj,ips
1989-11-20,27597,4407,anmor,-292608.78,okhlnp,zerudev
1905-10-28,20333,94674,goew,-50081.94,xruk,vfxx
1977-10-30,83696,58241,urckp,330190.29,oyev,ycidhy
1975-10-21,57493,2843,isrwyauy,321603.74,xiwwe,xvq
1974-11-23,29595,19818,odygc,-138359.00,tkqtyr,mgienb
2032-10-13,83777,70855,tvvkmte,272893.19,zyyis,ejb
1983-11-15,60487,51569,tau,89520.67,acm,jusjqxhq
2006-10-27,59777,39346,snas,-142887.23,tkxidy,qjsd
2089-11-11,65869,85076,kjv,-318766.33,swobegs,fyyon
2065-11-26,7784,63744,fysocrsc,-301466.33,dlpmuy,yasz
1922-11-16,21226,62065,tjnvtkg,313740.40,lewwbkd,fbfzzdk
1939-10-25,76554,81971,kkk,-135591.08,xpteclfg,saihregg
2079-11-18,53063,28941,jhamnsge,-191422.96,ffdhge,fixu
1918-11-21,76649,14507,pefmk,46558.60,iaazl,xezhr
2039-11-16,54935,71487,ouz,-39263.45,hgo,qrbgcw
1974-10-19,24818,49087,lrrqxae,213123.48,aqzwilow,omg
2032-11-10,31305,53333,cglklncm,334446.65,tunyoq,ephjg
1935-11-26,65024,63501,dytwxgbc,-136314.22,ezedqn,kureo
1949-11-20,45068,25215,xlqjca,-180118.01,reftjjpy,kgj
1910-11-15,99107,10217,wgwvmx,228027.52,ycvbpn,tbhhjjo
1997-11-25,47966,60840,gegejh,130976.06,gws,bwuo
2017-10-11,37149,60991,tkcsreuo,19593.02,poewwsb,pcbbbh
2091-10-20,45556,7245,qsjvuzhx,98812.52,gtcpo,qzrsc
2079-11-27,37770,86353,wdqxhdpi,64337.66,ezkein,evvrkin
2050-10-14,71958,77216,pmdbnbe,43617.20,ktkojudp,liqle
2043-10-16,25466,42590,tdqkyt,-212565.19,wfkiwbm,tpbcvkbl
1932-10-25,86340,11946,hoedo,-287697.23,vmhmn,dxauj
2094-11-23,39057,82156,dxstk,280963.49,aiia,bfowr
2050-11-15,91806,15137,gltwx,-240561.39,gysjpy,tqq
1985-10-19,28449,41894,ylqovwmg,208225.80,ejx,qil
2040-11-11,8855,8681,wvrkrezy,273713.19,ltk,dbqewi
1966-10-22,29648,46730,grkcirks,176748.07,ltvr,cis
1972-10-28,23414,91299,ksunsa,177149.47,wnwtpq,fiitxrfs
2091-10-15,87396,57326,gvzaqp,-192987.57,rduhsps,fwy
1907-11-18,37445,96959,qdc,330713.58,slu,nybbrbp
2038-11-12,60975,48082,bbyfdor,-66933.92,unxkxyb,taqq
1909-11-21,770,225,zvzyj,194472.62,xvgrdxmb,yyjqllo
1939-11-13,52382,21057,jaf,-230197.29,cweezejs,cqbnviyg
2043-11-16,52848,20166,iquiod,208495.65,jigqff,daozlh
2010-11-12,33841,22632,kzqppxc,102711.96,xcqkdf,csp
2072-10-29,57476,13783,lcmgpp,-317369.31,xszsew,zhyqliv
1919-10-26,15112,31007,bknq,-298287.94,ouffz,demr
1947-10-24,49938,4117,rvpa,191721.05,rqjc,dlgudum
1927-10-18,93662,61618,dfy,-256365.84,cjmnaktw,dhcspbwa
2032-11-27,42804,21312,uxap,51593.39,vkbsyzs,qwzlgk
2032-10-18,45773,87486,gthvlw,148847.91,uijfese,bvpxr
1955-11-16,27640,19509,dhdsvxh,193062.65,bnleuu,qvmmvflu
1955-10-25,1916,38227,gzqgsb,-341888.08,kotuu,bozyv
1930-11-24,70287,80041,ocwm,154812.86,dxhqq,mmr
2023-10-11,28141,36720,tuldm,-229432.19,cbl,voazbrsx
2012-10-24,9889,45803,tqer,-187274.26,swsraf,tbpbewad
1943-11-28,22718,80419,hymthjoi,160602.62,znxxl,idy
2002-11-23,63682,78759,jjk,141989.10,oexjv,qlb
1933-10-23,20924,37810,xfc,-289281.69,zkklhubw,xtzeoa
2055-10-11,7238,38947,fyntbgb,-72157.89,gtgredz,emewmde
2021-10-17,97099,98613,uoppxose,-15867.34,hizdoqn,couddamd
2047-11-24,60857,91479,skaeuq,266048.27,tnrsxdg,slwskon
1979-10-14,28017,76323,zsf,140835.01,hxatc,uprqpcsc
1939-11-27,67623,66540,tefeftz,-204482.76,pfft,iyiznr
1902-11-18,44461,38841,hikrw,152970.46,qbuk,bma
1961-11-12,97255,56045,nndbk,200674.85,iljeo,rafnryeu
1996-10-14,17759,88263,czd,-20451.37,nnbd,ueriq
2046-10-30,31665,80957,xvheg,152766.36,vuphlnv,ihj
2018-11-21,17659,25127,ifbsxw,-33090.85,gmkqbx,joubr
1928-11-17,14615,96751,jliztx,-9879.70,ueahcupw,xur
2048-10-26,69364,89851,pukuvu,245592.56,mrtp,mnqbx
1929-11-21,30270,92585,zbhkqkit,-188699.73,gittqq,pert
1923-10-14,14234,21993,bybat,-14351.27,zeiau,zoikdw
2091-10-19,74512,72488,wnbzk,-296340.35,qxg,jmqkmth
2034-10-11,9892,789,aeqx,119748.40,iofbfl,hanhbogc
2061-10-26,29698,5968,ffnd,168089.21,yjtftny,kifwea
1930-10-10,34942,52466,kkcbueoz,-41324.53,rzovooiu,ntegp
1915-11-14,22650,57588,clpri,54588.52,nwzawgdx,nbcjo
1905-10-20,27928,25119,xwufdyd,336737.02,htbesaf,owvcfrh
2066-10-11,29040,75825,fbgvjwm,-29837.55,nticas,gsnezb
2095-11-14,61731,76222,dclponh,-85676.22,jwlqszpy,qanw
1914-11-17,2434,48247,lanr,-209713.61,flmv,eslp
2081-11-18,7336,39107,btqn,119691.26,zayth,uqasrgre
2029-10-10,13539,2254,set,-109255.90,hghgcpv,incvdyiv
1935-10-26,63037,70915,dosngn,-197407.69,nltozwr,pbajdwub
1942-10-20,35706,60103,acy,-40087.16,jreq,xxql
1904-11-20,95171,91945,zssmbr,-206181.10,ganviml,hqnbz
1938-11-10,23590,36485,cffsjv,-58758.65,ltdin,hwj
2081-10-21,44351,94160,lcpfdm,-131849.38,tgd,cqjcyj
2013-10-20,47452,86587,ugoeo,-217808.24,plzmi,nyynkl
2047-10-21,13362,91572,dmdwca,54577.62,irisiq,tejca
1985-10-13,93728,95926,fcdyszs,153568.09,lgg,prauqsqj
2001-11-10,74100,62420,dah,267001.71,fdlnflqg,mfsqtbe
1962-11-13,14421,99695,zdpdz,295414.58,ixpns,iihf
2041-10-28,48110,67501,rkya,-102075.14,mppjdwqx,cjmw
2097-11-17,26422,33046,ujzq,-184661.68,kme,jeuzddyx
2098-10-10,49005,52807,vdzqoftl,335250.55,enae,tewvobuj
2012-10-28,91100,62314,gsvuqu,-344378.56,ivriexjc,vlrzvpin
1987-10-15,19959,87411,cnkuyfjc,-297918.55,notbemrk,tmgfu
2025-11-21,37289,44569,jsdrx,-9661.46,dsuiqyq,pcawypjn
2036-10-25,57105,70736,rdico,67078.94,pnpr,ppb
2095-10-26,97120,59710,thdyckli,-14586.35,ftj,yjirofp
2010-10-21,84117,34939,ovloqlaw,67713.42,xnb,dgmzn
1944-10-27,39097,89229,jwppkr,241289.25,kkgdf,dmu
1959-10-13,55012,21320,dxa,270012.72,kmeyun,nrh
1911-10-16,72619,30839,kjnkncq,292742.32,uxxacvmw,smk
1922-11-28,71746,52344,upyvkcc,116842.25,jugycw,ffok
2010-10-29,81572,94889,zizahdy,-96593.12,wkztfkka,whau
2084-11-28,56410,78540,urop,-93886.22,ltuz,smsau
2079-10-27,73339,34763,onvztba,261383.57,mgkjfji,dnlh
1933-10-19,10032,20743,skluqsdn,233247.28,luzz,soqi
1906-11-14,21626,89371,raifl,-322535.03,twobk,ztobdd
2095-11-20,17214,51685,xylxn,-50155.94,ecwtj,impql
2053-11-11,81204,74790,hyqoh,-147316.48,nijzs,gxwevf
1938-11-24,36540,51614,ltkpvtuq,-307268.19,gyez,yarwe
1967-11-29,33745,18830,edmlo,160599.20,vydcit,cfjdg
1904-11-15,62606,25219,ofnzuu,89453.96,aqn,bpyr
2069-11-11,56143,26842,dygjh,-88629.74,ukyd,zyrz
2082-10-16,26646,49929,zpjc,-314843.61,yyv,mqv
2046-10-14,71439,84962,tnaxmgev,-220428.54,hvngkcz,lxi
1959-10-26,69053,80767,ylybxwbr,218853.57,pdzod,eoimmaww
2087-11-22,37844,4598,phsq,59633.12,eixuw,ayszu
1901-11-25,37826,3077,khirme,215116.30,ogdumicc,zzfpoyh
1941-10-18,53213,21052,ktua,173134.91,sihozpi,bloic
1907-11-30,49245,72943,vvjhriv,253686.31,vmo,jueyot
2022-11-21,35719,68653,oqr,89042.20,sylidh,iuzltkkq
1988-11-10,95912,19658,tmgtognd,-106915.67,wynkn,iuisz
1918-10-27,82700,84853,cibrkss,-58662.30,qbbirlbz,ryim
2042-10-16,48875,26364,ciqr,192597.10,ekxv,qbuktbf
1967-10-26,7418,15477,iemhq,-183510.97,plwimn,dqlqrnhg
1925-10-12,66197,66542,tcd,285804.09,rdmdhldf,uotnvtl
1905-11-30,33017,43225,hhqrvpa,149014.61,iyvbxzj,itjrh
1918-11-22,68417,82552,ddv,-52069.34,irnfujt,ihv
1902-11-24,7435,34721,zrgocn,-130790.58,pdqcv,ibh
2034-10-18,8484,82174,wjzp,-28390.91,kzjg,cqvwehd
2003-10-28,54221,59883,irytgy,161491.96,rmnebd,frq
1960-11-15,786,73224,livspfc,300480.07,uhx,yqnlodt
2029-11-18,32263,67371,grlk,65322.70,xzjgp,zhuanodk
1905-11-14,44714,90065,uoqnv,-271776.02,cytdb,yyplwf
2048-11-14,92978,94205,owlw,-103005.00,vgvttor,qhpjytaa
2040-11-29,90333,60847,ublin,151981.46,yhdgpq,wnxrt
2023-10-17,97894,58002,mvydmibr,143569.09,vusm,suyobqo
2039-11-13,44139,64232,oso,329633.32,zfbq,pyuewl
2022-11-26,68939,23578,wxmkeiuq,152384.15,pjkuqdj,hrrhgth
1901-10-16,26462,11660,ursog,9141.56,jejbv,jphcgsx
2083-11-27,41783,50138,ryxfzyw,-107409.47,kkh,yfmg
2078-11-13,2180,95974,nnca,-340473.38,qidmgq,trvz
1996-11-26,84602,66584,yxidq,-26808.69,ffnzneyi,ncc
1925-10-19,71471,15005,lhw,-190526.58,nmvbblzj,eaidgzbt
1978-11-26,23692,65486,mauq,184302.27,zlowxdav,hwaeardg
1900-10-11,12909,37481,lww,309382.65,ddcka,icnjz
2067-11-11,81127,12772,nyuzwvle,-275216.36,xwjzyc,nkp
2072-11-17,29759,96641,juhtl,-161293.26,vuwjzzsc,tczwwi
1918-11-16,837,54110,stpngbl,-310594.73,zgwy,axtu
1917-11-18,76515,30417,mitud,-122754.22,lvltseor,sbvfs
1990-11-20,40393,79187,lcde,282091.45,sbro,rzocdg
1949-10-12,77591,2265,cltff,-318457.80,ftu,banaev
2020-11-27,99365,99092,inzkolpo,-316642.44,wfaf,uzrddoi
2032-10-18,34607,92257,ztw,10821.65,ekjhzdys,qlvv
1997-10-25,88533,85999,vzqipvzi,176259.12,dgqk,mycevx
2074-10-13,71484,262,ztzwp,-220389.79,syoih,gbpxl
1954-11-11,65674,79426,cxtlci,-85307.10,dpbwk,jxke
2006-11-14,54361,84438,fdirk,-214978.97,iplmwjm,ecitpwmc
2061-11-21,86549,65608,xcarrt,208704.42,hapmucl,iqisaava
2003-10-30,85626,69991,tdxsqc,-340657.48,irfzj,zxyp
1985-11-13,83772,366,zqnucstt,323957.84,wptihvt,mktcoo
2005-11-26,27,14392,kcyabqki,260050.44,mwztfmny,iwei
1976-11-20,6239,94849,uwfnwfmc,-74684.04,qluelub,frnzmu
1961-10-12,20022,12524,qpk,-34235.18,nddxu,uzehuxwb
1926-10-16,27258,80207,tkslcre,-150231.83,refiw,axoucnet
1935-10-26,96111,72830,hgviwmqn,336140.86,xoll,sgjkrxsa
2026-10-21,22568,63104,tzpzi,-229749.62,uej,wjhergrz
1975-11-17,79182,6799,tduvc,338735.83,hecxt,kngqhckp
1974-11-29,98740,41783,wbdd,67115.57,ochbsfzr,ojafuwj
2024-11-23,80114,67587,ygel,-322273.21,yrhwg,pitkhj
1952-10-20,49039,67511,iac,-302245.09,wolewz,qkrf
1936-11-17,11610,1617,cgpahsnb,130182.80,jksfg,sfrhyg
1900-10-18,7387,14659,myo,-236479.84,ewm,kbfsbtm
2092-10-10,27361,39488,vvetu,-75294.13,gzqrztl,krmgcq
2011-10-25,49843,3174,iixo,-24766.34,nmwz,rnubtspg
2087-10-26,26171,76477,vwccmag,-70899.82,xfukwgtd,jyuth
1972-11-12,55675,17994,trxysn,-198660.73,ngekshxg,ofeloix
1940-10-24,97628,35952,zhewywup,184709.02,plp,ivacbfc
1971-10-23,15627,93945,bldkztk,219649.90,xpszxuq,cuqifo
1981-10-19,57162,99581,adaes,37344.96,eehtat,xxdwud
1917-11-17,99061,20097,mjc,124813.44,ahj,aje
1901-10-21,66962,31960,beezwgbm,133972.15,agpxewdy,jjhjut
1968-10-22,67510,24269,gwuwpu,-137226.40,rcf,rjhwwaz
2018-10-21,43789,25374,ssafcxs,72349.58,xguuk,thgplji
1913-11-18,21820,34147,lxuqq,212445.73,qcc,ntakwg
2055-11-11,49978,55678,qxjw,-79366.71,trkyujr,xjsoh
1965-11-15,21233,76671,wqvs,269160.27,erepat,ldhx
1907-11-21,91980,7585,conmka,146096.37,kswrujha,lcgts
2070-11-25,93765,67510,mpem,47648.20,tmfwdro,dlase
1974-10-27,33826,32357,ldhroke,171349.63,ovyna,ctyqlzyo
1931-11-22,16971,15220,wbqyru,200160.15,yae,zrr
1984-10-14,31153,44719,cpyscwuu,202784.34,noirzg,gezabd
2016-11-14,1335,20893,kmhfy,-270637.56,keey,elvpny
2062-10-26,10082,31394,uem,146369.17,qrxb,ojeeyei
1942-11-28,11089,26135,dqcx,290161.53,qckj,jgyzgga
1925-10-29,30103,4419,eryzxtp,90770.21,inpelrkp,tiu
1935-10-24,2982,57254,jxqmijb,-141784.12,ndevjbw,emvw
1914-11-15,65320,6413,zqbjlftl,59845.34,mpl,kvoi
2016-11-21,27383,50977,hdtwymp,-256920.65,olxhtamv,qxfo
2034-11-27,88248,88767,btthoydy,-277777.64,uteb,hmqurly
1911-11-25,94996,38867,sjkwht,289415.61,pzgryyeg,hqcctjar
2026-10-18,51062,94076,fuequfby,-253128.97,tzmiwq,qeq
1930-10-16,74171,52130,ezjffs,239791.01,pxpcqu,bdymgchq
1977-10-18,81355,77901,whomael,111016.58,wpnruean,ozo
1943-11-23,21452,33039,hyvxxn,-333277.56,uwcrzxfh,bpcs
2064-11-17,78805,83336,kftr,320039.03,anjf,tkaz
2006-10-12,63496,42356,fws,-224043.95,nxd,ukxqbk
2077-10-21,57837,70495,copc,328075.97,gcek,ahsic
2081-11-18,8154,89130,swzeug,118566.80,mxs,lrmvs
1967-10-21,8074,89083,vfvz,114686.94,scfvy,syizhid
2084-10-18,13230,30915,zjhvb,317763.90,ieri,xlxwwyyd
1944-10-25,63037,35679,abjhrvan,-162306.31,qudu,rndmopgj
2092-10-28,28610,86794,acdzbptv,-317268.27,kgup,aikytcej
2048-10-21,85634,69287,mphsrsj,279478.82,weakywzx,lzr
1936-10-24,21653,78804,okdi,133365.80,mbdf,beiwlz
1972-10-26,71669,23490,oqg,26498.53,hjlixt,zoupqn
2025-11-27,1292,12059,tepwuhu,-201073.17,khat,wjbondw
2033-11-13,6023,37466,wyexvji,307811.43,xor,rhu
2053-11-30,24044,39138,hmszppii,-88815.11,tsj,ggb
2023-11-12,1674,35980,efn,91186.98,kqxfl,nxmzj
1952-11-27,12469,20576,edfaie,-6755.15,ckfkmwfl,lpmtl
2075-11-30,54314,90084,trikafev,61982.22,eicw,elq
2074-10-23,50314,65318,dmqy,-283504.87,pvjzh,huaasd
1968-11-26,69438,98414,oqxabduh,105872.31,zqf,odtjt
1993-11-26,83846,10112,cfmfa,-10060.50,kjyhcbkf,itzuvo
1978-11-26,84273,55255,syipar,120977.95,bgceicj,kxycll
2046-11-30,30939,90192,nxgcbz,297760.98,uernu,wisdaknb
2093-11-17,2436,28702,tlv,282114.93,hog,bipcuo
2044-11-18,59165,43608,bdoix,85601.82,tcap,tar
1986-11-11,68248,88232,myh,199183.98,fxzjohob,odxat
2056-11-19,91751,60727,ikxu,287828.65,dhvctl,vrmcm
1997-11-11,33664,4296,uvadkhfr,-25477.28,gidinycf,tsradn
2068-10-29,29650,99198,ywrz,-18527.02,twr,nljiwv
1929-11-21,47786,64827,gbqfepxa,-327372.09,uqmpmwvn,cia
2080-11-12,33194,51963,mmhju,307685.96,xabxoxo,clb
1935-10-11,11846,53559,vpujo,-272621.69,odw,tjiyievn
1967-10-28,71416,63818,gkd,-238751.96,qyndr,mnutajw
1975-10-25,42239,72918,maylndhv,301654.08,svwvc,bmgougja
1965-11-10,62384,61578,iscib,163494.11,ptbopa,lnggwrn
2078-11-21,24470,13469,ysjxa,78206.46,bou,yqbpgos
